Chromosome	Sample_Name	mean_meth	median_meth	sd_meth	mean_cov	median_cov	sd_cov
chr1	hg38.TWGBS.6N.OTP	0.661223123180845	0.75	0.319692681399121	9.77857098207565	9	21.5850146068976
chr1	hg38.TWGBS.6N.UCSD	0.701234701036687	0.8	0.321188536948617	8.10168237071576	8	4.61332613931442
chr1	hg38.TWGBS.6N.UdS.NT	0.645453923022573	0.733333333333333	0.318542087006427	9.23531959265103	9	5.3959437623694
chr1	hg38.TWGBS.6N.UdS.TT	0.673021558118985	0.777777777777778	0.330448211481675	8.39444410550505	8	5.07029867206092
chr1	hg38.TWGBS.6N.bismark	0.710515594563934	0.818181818181818	0.314425219014602	10.6642796383158	10	25.4363609902826
chr1	hg38.TWGBS.6N.bistro	0.686802697068555	0.8	0.324639979510275	9.12374984679221	9	8.75970596393895
chr1	hg38.TWGBS.6T.BioMedX	0.648361180693739	0.75	0.336316911536848	8.40472376608851	7	16.0104487815825
chr1	hg38.TWGBS.6T.DKFZ.B060	0.639052806171874	0.727272727272727	0.321022796415401	10.4721718830649	10	17.7281537134576
chr1	hg38.TWGBS.6T.IHEC	0.681117015972813	0.789473684210526	0.319880916590891	10.819476787185	10	6.19102477281418
chr1	hg38.TWGBS.6T.OTP	0.632702350355671	0.714285714285714	0.327033580014077	9.48373829142897	8	21.2942303126607
chr1	hg38.TWGBS.6T.UCSD	0.682318417730662	0.8	0.327197255744427	7.95666878832584	8	4.62478284341157
chr1	hg38.TWGBS.6T.UdS.NT	0.612792900200946	0.6875	0.326760852521422	8.84266073096952	8	5.34916792545628
chr1	hg38.TWGBS.6T.UdS.TT	0.640417418777101	0.75	0.340567303666239	8.01193864708377	8	5.0126941031878
chr1	hg38.TWGBS.6T.bismark	0.691366036822092	0.8	0.320502640750343	10.510643180479	9	25.5380285015571
chr1	hg38.TWGBS.6T.bistro	0.65885641538411	0.75	0.332148023281956	8.98471453513789	8	8.85764356574103
chr1	hg38.WGBS.5N.DKFZ.B060	0.718222968239758	0.837837837837838	0.292328287382593	35.6782738412728	35	31.4302046898235
chr1	hg38.WGBS.5N.DKFZ.C010	0.707198546593717	0.82258064516129	0.286739152168988	42.5340944765427	38	56.7711290807196
chr1	hg38.WGBS.5N.FLI	0.699803683277523	0.811764705882353	0.284296466349488	183.06139766312	77	1001.24403585705
chr1	hg38.WGBS.5N.IHEC	0.715706799265403	0.833333333333333	0.295798578556954	25.6059653836538	25	19.5107809261791
chr1	hg38.WGBS.5N.OTP	0.714871661166144	0.833333333333333	0.293280093568858	33.5437400669343	33	29.9328011262501
chr1	hg38.WGBS.5N.UCSD	0.714121292031084	0.829787234042553	0.296653401661458	31.5191435468378	32	13.1197929740063
chr1	hg38.WGBS.5N.UdS.NT	0.718729249774511	0.833333333333333	0.285363457481448	36.9598362621408	37	12.7453497633954
chr1	hg38.WGBS.5N.bismark	0.707167906206272	0.823529411764706	0.291041947790594	35.6341528869461	35	79.747281397188
chr1	hg38.WGBS.5N.bistro	0.732053126231557	0.857142857142857	0.302800399616035	23.2758048944298	23	13.2672446948373
chr1	hg38.WGBS.5N.cnag.gembs	0.758482402469185	0.848	0.247607818778899	29.7768275430582	29	18.7039723608899
chr1	hg38.WGBS.5T.DKFZ.B060	0.705973700305164	0.842105263157895	0.300984952339507	36.5804030198212	36	33.0098995498467
chr1	hg38.WGBS.5T.DKFZ.C010	0.695617166856733	0.826086956521739	0.295342125273568	43.7364283267239	39	58.8547792995549
chr1	hg38.WGBS.5T.FLI	0.687206864470421	0.8125	0.292337658723824	186.436941008964	78	1014.99598620047
chr1	hg38.WGBS.5T.IHEC	0.704225100727238	0.833333333333333	0.3040629636974	27.2457874092147	27	20.5218629797448
chr1	hg38.WGBS.5T.OTP	0.702542802346294	0.837837837837838	0.301890348742122	34.3795225767602	34	31.4918311218647
chr1	hg38.WGBS.5T.UCSD	0.701078847573892	0.833333333333333	0.304772366847405	31.7948357202063	33	12.7796723707556
chr1	hg38.WGBS.5T.UdS.NT	0.707202764616044	0.837837837837838	0.294223290934179	37.8399890736056	38	12.40620664559
chr1	hg38.WGBS.5T.bismark	0.693863628431086	0.825	0.299083443106233	36.5332630314873	36	86.0747484358484
chr1	hg38.WGBS.5T.bistro	0.719056816574906	0.857142857142857	0.311248179054046	23.3811622411042	23	13.2979087377356
chr1	hg38.WGBS.5T.cnag.gembs	0.73870782887662	0.854	0.273959815363179	30.7473057839113	30	19.0710897758621
chr1	hg38.WGBS.6N.DKFZ.B060	0.691543774755	0.8	0.289930541829437	39.1813782626828	38	43.9156533568364
chr1	hg38.WGBS.6N.DKFZ.C010	0.680052981106937	0.784615384615385	0.283878825202258	46.9680086021904	41	68.3944147616408
chr1	hg38.WGBS.6N.FLI	0.67334786893565	0.775	0.281556076238539	207.77860844892	83	1136.49575571746
chr1	hg38.WGBS.6N.IHEC	0.688838963562312	0.794871794871795	0.292595891959109	28.9334103110923	29	25.3796171831007
chr1	hg38.WGBS.6N.OTP	0.687685281199735	0.795454545454545	0.290677329704668	36.3785008463501	35	41.6550726464311
chr1	hg38.WGBS.6N.UCSD	0.686288185483029	0.790697674418605	0.293899439283378	33.8396997578403	35	13.8289130977917
chr1	hg38.WGBS.6N.UdS.NT	0.691380757895066	0.795454545454545	0.283086638846611	40.2412017999932	41	13.2537590084434
chr1	hg38.WGBS.6N.bismark	0.679607896208349	0.784313725490196	0.288009239256824	39.6857470682615	38	109.613260500684
chr1	hg38.WGBS.6N.bistro	0.701124625303858	0.8125	0.299006943605167	26.399171788108	26	17.162481847004
chr1	hg38.WGBS.6N.cnag.gembs	0.725233650636505	0.812	0.255418811562926	32.4077177356544	31	22.5850970026141
chr1	hg38.WGBS.6T.DKFZ.B060	0.67881216484002	0.792452830188679	0.292523593956523	41.1731245612286	40	46.4963115761101
chr1	hg38.WGBS.6T.DKFZ.C010	0.667249623713672	0.775	0.286046688314963	49.4854579057951	43	70.7901253384116
chr1	hg38.WGBS.6T.FLI	0.65800622849527	0.761194029850746	0.282992588857632	214.316757397925	86	1149.4971127985
chr1	hg38.WGBS.6T.IHEC	0.677013769765255	0.787878787878788	0.295396669265682	31.1181695857077	31	27.18151821124
chr1	hg38.WGBS.6T.OTP	0.67353576565128	0.785714285714286	0.29376368443291	36.8519160909989	35	43.5005436095987
chr1	hg38.WGBS.6T.UCSD	0.672680432387683	0.78	0.296163357804166	34.2815087596688	35	14.0394921384357
chr1	hg38.WGBS.6T.UdS.NT	0.678370612711703	0.787878787878788	0.285661256928773	42.0603279838497	42	13.9648546426995
chr1	hg38.WGBS.6T.bismark	0.666231509260245	0.775	0.2904775213953	41.4669057252863	39	125.604519385612
chr1	hg38.WGBS.6T.bistro	0.696784627108598	0.814814814814815	0.304530221729408	24.0919658598871	24	15.938460062543
chr1	hg38.WGBS.6T.cnag.gembs	0.706585460653422	0.808	0.270863785214156	34.3186661164233	33	23.6144144703627
chr10	hg38.TWGBS.5N.BioMedX	0.714945373226425	0.818181818181818	0.3140798455709	8.2311974589746	8	8.03138183248079
chr10	hg38.TWGBS.5N.DKFZ.B060	0.701319620024432	0.8	0.302083376055131	10.0916009145187	9	10.9895044072798
chr10	hg38.TWGBS.5N.IHEC	0.732840288161633	0.833333333333333	0.300791292376689	10.4054464043563	10	5.73953789758763
chr10	hg38.TWGBS.5N.OTP	0.697390783154611	0.8	0.306762721980583	9.19659591891217	8	10.1190317784099
chr10	hg38.TWGBS.5N.UCSD	0.73572852144074	0.833333333333333	0.307858543311418	7.67605027645709	7	3.86274820456485
chr10	hg38.TWGBS.5N.UdS.NT	0.687181800640919	0.777777777777778	0.30672448953752	8.78903961374665	8	5.21170100598473
chr10	hg38.TWGBS.5N.UdS.TT	0.717837179873912	0.833333333333333	0.316512491954647	7.98791053831279	8	4.88787835664304
chr10	hg38.TWGBS.5N.bismark	0.743708652631984	0.857142857142857	0.301147625171404	9.49175286033018	9	6.17290886296251
chr10	hg38.TWGBS.5N.bistro	0.722882653399538	0.833333333333333	0.310248607408256	8.88720381802446	8	6.4104538749682
chr10	hg38.TWGBS.5T.BioMedX	0.696209059001001	0.8125	0.319508033815621	9.90737218693655	9	8.91346272981423
chr10	hg38.TWGBS.5T.DKFZ.B060	0.684160031995056	0.8	0.306315288982957	12.2825122695515	12	11.9852538922482
chr10	hg38.TWGBS.5T.IHEC	0.715930392063778	0.833333333333333	0.305308509367864	12.7708882284338	12	6.73155970439464
chr10	hg38.TWGBS.5T.OTP	0.678909269188871	0.785714285714286	0.311315450504515	11.0739386781889	10	11.2181068047241
chr10	hg38.TWGBS.5T.UCSD	0.718938962315782	0.833333333333333	0.310938312215677	9.12536627319605	9	4.32940850931694
chr10	hg38.TWGBS.5T.UdS.NT	0.673097594648506	0.769230769230769	0.30473767755992	10.959315095172	11	5.86439032615588
chr10	hg38.TWGBS.5T.UdS.TT	0.702946206093786	0.818181818181818	0.316694742574879	9.94601848420533	10	5.51491290507999
chr10	hg38.TWGBS.5T.bismark	0.726611862621789	0.846153846153846	0.305398085995052	11.6777645176064	11	7.38921934106488
chr10	hg38.TWGBS.5T.bistro	0.703880149818125	0.823529411764706	0.315598253643039	10.8330884653221	10	7.32958271522657
chr10	hg38.TWGBS.6N.BioMedX	0.686208066574707	0.777777777777778	0.313105577497786	8.64472516196592	8	8.00130211472104
chr10	hg38.TWGBS.6N.DKFZ.B060	0.674999401712973	0.75	0.300025341621464	10.6941125495361	10	11.1790250636188
chr10	hg38.TWGBS.6N.IHEC	0.70978422850031	0.8	0.298542252312451	11.2483621544822	11	5.5009309755559
chr10	hg38.TWGBS.6N.OTP	0.670095604031639	0.75	0.305239388983124	9.65939213397447	9	10.020755408373
chr10	hg38.TWGBS.6N.UCSD	0.712524239777066	0.8	0.306193071851109	8.20293719838779	8	3.88676900690202
chr10	hg38.TWGBS.6N.UdS.NT	0.659695117003729	0.75	0.304801813704729	9.29722134361453	9	5.27422245599367
chr10	hg38.TWGBS.6N.UdS.TT	0.687950310027723	0.777777777777778	0.316044880404875	8.43819908293908	8	4.95201511084843
chr10	hg38.TWGBS.6N.bismark	0.720303268503885	0.818181818181818	0.299089749315103	10.2293148980709	10	5.44218668186389
chr10	hg38.TWGBS.6N.bistro	0.695592509127946	0.8	0.309293187562992	9.37734092022277	9	6.45578296576141
chr10	hg38.TWGBS.6T.BioMedX	0.660711857708037	0.75	0.323283350550711	7.60616811650216	7	7.33738978384841
chr10	hg38.TWGBS.6T.DKFZ.B060	0.651218656224197	0.727272727272727	0.307018566258378	9.50448358925788	9	10.3707378095181
chr10	hg38.TWGBS.6T.IHEC	0.694456247230424	0.789473684210526	0.303528076095138	10.118975706539	10	5.03680731160418
chr10	hg38.TWGBS.6T.OTP	0.644833952959012	0.714285714285714	0.314117029936442	8.50920848558135	8	9.25531402764905
chr10	hg38.TWGBS.6T.UCSD	0.697471494144762	0.8	0.312609963951946	7.45330940609389	7	3.64142214702411
chr10	hg38.TWGBS.6T.UdS.NT	0.630357663270908	0.7	0.317683375880514	8.01230081327691	8	4.81535406947333
chr10	hg38.TWGBS.6T.UdS.TT	0.658608264405752	0.75	0.33051497201422	7.24672859108667	7	4.50394504970442
chr10	hg38.TWGBS.6T.bismark	0.70506673779458	0.8	0.304834370174763	9.18681211198095	9	4.99847355040796
chr10	hg38.TWGBS.6T.bistro	0.670977912851343	0.75	0.317681136771454	8.39847791084971	8	5.90621144383449
chr10	hg38.WGBS.5N.DKFZ.B060	0.729895910869559	0.837209302325582	0.275491582044703	36.6899679135217	36	28.4970354424104
chr10	hg38.WGBS.5N.DKFZ.C010	0.720383295042293	0.823529411764706	0.270191671341729	40.8931523452577	39	36.5333118123842
chr10	hg38.WGBS.5N.FLI	0.7141760333898	0.814814814814815	0.267908915208449	120.0136719946	78	502.863993492647
chr10	hg38.WGBS.5N.IHEC	0.727749769182721	0.833333333333333	0.2789249271775	26.5674471466739	26	13.887213045759
chr10	hg38.WGBS.5N.OTP	0.726680365472163	0.833333333333333	0.276499733891533	34.5186480746855	34	25.9797834528631
chr10	hg38.WGBS.5N.UCSD	0.727509849616125	0.833333333333333	0.280004836658181	32.6228889866766	33	12.3679072340539
chr10	hg38.WGBS.5N.UdS.NT	0.734884364090523	0.833333333333333	0.265547471631425	38.0200671787212	38	12.4538185784602
chr10	hg38.WGBS.5N.bismark	0.719511125335877	0.823529411764706	0.274881865369735	35.579517068499	36	22.7741220018312
chr10	hg38.WGBS.5N.bistro	0.744036631986926	0.857142857142857	0.285145894033281	24.2588671661399	24	14.1585564921916
chr10	hg38.WGBS.5N.cnag.gembs	0.764240754687147	0.846	0.233693143107585	30.1492487692344	29	11.6989055836181
chr10	hg38.WGBS.5T.DKFZ.B060	0.714762196376599	0.838709677419355	0.284837053477564	38.0212141418751	38	29.0653868771156
chr10	hg38.WGBS.5T.DKFZ.C010	0.705890479320825	0.825	0.279847963796481	42.3805142921449	40	37.1164129338585
chr10	hg38.WGBS.5T.FLI	0.698741808429861	0.813186813186813	0.276768695735305	116.806364123591	81	420.762641477324
chr10	hg38.WGBS.5T.IHEC	0.713539112465413	0.833333333333333	0.287872460887837	28.6281337915316	29	14.4935841541738
chr10	hg38.WGBS.5T.OTP	0.711433755328627	0.833333333333333	0.285888797858311	35.7620438689991	36	26.4682612345296
chr10	hg38.WGBS.5T.UCSD	0.711320660521198	0.833333333333333	0.289374531893114	33.2551998539718	34	12.1138165173302
chr10	hg38.WGBS.5T.UdS.NT	0.720176614908938	0.838709677419355	0.275559338671793	39.4316576490783	40	12.1740362408131
chr10	hg38.WGBS.5T.bismark	0.703106237549457	0.823529411764706	0.283746014644622	36.8216739732104	37	23.4932567091365
chr10	hg38.WGBS.5T.bistro	0.727969919825033	0.857142857142857	0.294326565369878	24.6988121081594	25	14.0927500477318
chr10	hg38.WGBS.5T.cnag.gembs	0.743581774435707	0.85	0.260268770952769	31.5669882619157	31	12.0821769992396
chr10	hg38.WGBS.6N.DKFZ.B060	0.69957167741918	0.795454545454545	0.272873174586116	39.6228432127429	39	26.8946714340825
chr10	hg38.WGBS.6N.DKFZ.C010	0.68930184455381	0.78125	0.268259010142475	44.4016603838196	42	35.9214083065374
chr10	hg38.WGBS.6N.FLI	0.683636671334398	0.773809523809524	0.266305969639395	129.044713501337	84	568.768838294451
chr10	hg38.WGBS.6N.IHEC	0.696989112172291	0.791666666666667	0.276001326085003	29.7859574888368	30	12.0373499489091
chr10	hg38.WGBS.6N.OTP	0.69576374050675	0.790697674418605	0.273744357837764	36.8256760824976	37	24.4433612881204
chr10	hg38.WGBS.6N.UCSD	0.695994391484757	0.787878787878788	0.277157641301834	34.9317275932894	36	12.6325417649446
chr10	hg38.WGBS.6N.UdS.NT	0.703852439189306	0.794117647058824	0.263468797201644	41.4011658987155	42	12.6870804949072
chr10	hg38.WGBS.6N.bismark	0.687854611658351	0.780487804878049	0.271257676903881	38.6049899003581	39	17.7774827337223
chr10	hg38.WGBS.6N.bistro	0.709381205108907	0.807692307692308	0.281430006405503	27.2998833303924	27	13.7612701245146
chr10	hg38.WGBS.6N.cnag.gembs	0.727993437538939	0.806	0.241941141609078	32.7220732126903	32	9.18396400411007
chr10	hg38.WGBS.6T.DKFZ.B060	0.691706589699874	0.788461538461538	0.273117568373456	37.7927663503084	38	26.6019963007716
chr10	hg38.WGBS.6T.DKFZ.C010	0.681214314011143	0.774193548387097	0.26844757067989	42.5064326704634	40	35.9243792487912
chr10	hg38.WGBS.6T.FLI	0.672719714223825	0.761904761904762	0.266074420885243	123.335428685704	79	553.454186980898
chr10	hg38.WGBS.6T.IHEC	0.690056497764246	0.785714285714286	0.276571548366329	29.1020249174913	29	11.5050252508617
chr10	hg38.WGBS.6T.OTP	0.686480088888219	0.782608695652174	0.274785636808043	33.8565337285169	34	23.9042217528277
chr10	hg38.WGBS.6T.UCSD	0.687196322479873	0.78	0.277984129376777	32.5595845078284	34	11.6908612444543
chr10	hg38.WGBS.6T.UdS.NT	0.695628835126302	0.787878787878788	0.264035199579899	39.2587922698344	40	11.7180075991186
chr10	hg38.WGBS.6T.bismark	0.679398972556432	0.772727272727273	0.271593332629274	36.3902827441512	37	16.8265963888218
chr10	hg38.WGBS.6T.bistro	0.710148528046877	0.8125	0.284869647113236	22.6301303095457	22	12.2148176246718
chr10	hg38.WGBS.6T.cnag.gembs	0.718085180768647	0.8	0.249745852040811	31.9911982644092	31	8.63843633803634
chr11	hg38.TWGBS.5N.BioMedX	0.692575991114223	0.8	0.327687790854043	7.99624690318456	7	4.58319367522788
chr11	hg38.TWGBS.5N.DKFZ.B060	0.67993194317447	0.777777777777778	0.315000875860661	9.86710843354801	9	5.02424548867213
chr11	hg38.TWGBS.5N.IHEC	0.710715316016383	0.823529411764706	0.315054441386406	10.371804170301	10	5.12900201685086
chr11	hg38.TWGBS.5N.OTP	0.675789707493073	0.777777777777778	0.319990630178046	8.90846716983197	8	5.06334796580405
chr11	hg38.TWGBS.5N.UCSD	0.713904105383988	0.833333333333333	0.322156481573187	7.59805908873584	7	3.72939482771849
chr11	hg38.TWGBS.5N.UdS.NT	0.665234167501189	0.75	0.319411138208345	8.71112264021807	8	4.81116563230006
chr11	hg38.TWGBS.5N.UdS.TT	0.69419966011578	0.8	0.330338539271731	7.92652483603684	8	4.51299343821794
chr11	hg38.TWGBS.5N.bismark	0.721771256342364	0.833333333333333	0.315876238111644	9.33967804208056	9	4.92277672504899
chr11	hg38.TWGBS.5N.bistro	0.700444398157274	0.8125	0.324129514687631	8.72830116313532	8	4.85892104505142
chr11	hg38.TWGBS.5T.BioMedX	0.667368156232086	0.785714285714286	0.334780351004179	9.65516940102145	9	5.29574361447122
chr11	hg38.TWGBS.5T.DKFZ.B060	0.656675892025798	0.769230769230769	0.320955200638899	12.0635057313704	12	5.76425918170236
chr11	hg38.TWGBS.5T.IHEC	0.687525120846773	0.8125	0.321431027135329	12.7716043554884	12	5.90650218196247
chr11	hg38.TWGBS.5T.OTP	0.650950176036303	0.75	0.326011762385106	10.7616501508071	10	5.83879743517281
chr11	hg38.TWGBS.5T.UCSD	0.690187590348181	0.8	0.327804133340019	9.04010354568624	9	4.18294577709459
chr11	hg38.TWGBS.5T.UdS.NT	0.645228802043191	0.75	0.319357637539766	10.9136877116973	11	5.56238795335903
chr11	hg38.TWGBS.5T.UdS.TT	0.673345815300878	0.8	0.332375838114044	9.91973846307518	10	5.23758750245738
chr11	hg38.TWGBS.5T.bismark	0.69791225961744	0.826086956521739	0.322248932389532	11.5117527852102	11	5.75552014140039
chr11	hg38.TWGBS.5T.bistro	0.674520821054453	0.8	0.331275168453687	10.673589480056	10	5.64062117874175
chr11	hg38.TWGBS.6N.BioMedX	0.663025982574124	0.75	0.326337633778683	8.38195016510713	8	4.69201714436721
chr11	hg38.TWGBS.6N.DKFZ.B060	0.65335797756471	0.75	0.312348847304083	10.4578126896251	10	5.16255664285255
chr11	hg38.TWGBS.6N.IHEC	0.687352098134783	0.789473684210526	0.311983696487869	11.1875038912422	11	5.22863704379131
chr11	hg38.TWGBS.6N.OTP	0.647852837008008	0.75	0.317963530642895	9.34367747884134	9	5.2200158450225
chr11	hg38.TWGBS.6N.UCSD	0.690185058473366	0.8	0.320095255460001	8.13084317430326	8	3.84525629054489
chr11	hg38.TWGBS.6N.UdS.NT	0.637743857167732	0.714285714285714	0.316728489173826	9.21064197077508	9	4.90998161155864
chr11	hg38.TWGBS.6N.UdS.TT	0.664243437801222	0.75	0.328902867680639	8.37348555175217	8	4.61609409819429
chr11	hg38.TWGBS.6N.bismark	0.69829824359045	0.8	0.313093198091745	10.0692595806563	10	5.2989237644876
chr11	hg38.TWGBS.6N.bistro	0.672458220697634	0.769230769230769	0.322451299365302	9.20598730569661	9	4.90937457358978
chr11	hg38.TWGBS.6T.BioMedX	0.624328733335223	0.714285714285714	0.3345689043693	8.67057766102494	8	4.82997470414048
chr11	hg38.TWGBS.6T.DKFZ.B060	0.617217920705826	0.7	0.318307147277618	10.9654703674783	11	5.3355022720086
chr11	hg38.TWGBS.6T.IHEC	0.659178158860457	0.75	0.317333816562953	11.8342855793377	11	5.45381635597371
chr11	hg38.TWGBS.6T.OTP	0.609750075737347	0.666666666666667	0.32463806679446	9.69000470394315	9	5.36187500580293
chr11	hg38.TWGBS.6T.UCSD	0.662455368552044	0.75	0.326147586391705	8.45604801978136	8	3.95918519346363
chr11	hg38.TWGBS.6T.UdS.NT	0.596459739350635	0.666666666666667	0.322741656083007	9.50745038313743	9	5.03541095654313
chr11	hg38.TWGBS.6T.UdS.TT	0.622763302847482	0.714285714285714	0.337434327100321	8.60859065135996	8	4.73226686316812
chr11	hg38.TWGBS.6T.bismark	0.670032993806264	0.769230769230769	0.319466288942318	10.6099100101694	10	5.49641616627956
chr11	hg38.TWGBS.6T.bistro	0.634494231221697	0.722222222222222	0.329815690531884	9.70905542661933	9	5.13491598256144
chr11	hg38.WGBS.5N.DKFZ.B060	0.709407530844055	0.825396825396825	0.290935656816965	35.3242320085434	35	12.4027689029415
chr11	hg38.WGBS.5N.DKFZ.C010	0.699758062534925	0.80952380952381	0.28407184381428	38.5768658616166	38	14.1853690545092
chr11	hg38.WGBS.5N.FLI	0.693235386677803	0.8	0.281606875690853	97.9506283089877	77	195.61584840315
chr11	hg38.WGBS.5N.IHEC	0.707100221339625	0.821428571428571	0.294211465001305	25.9737289220918	26	9.56971231117292
chr11	hg38.WGBS.5N.OTP	0.706048857984114	0.821428571428571	0.291818087304848	33.2752256950855	33	11.8848168007814
chr11	hg38.WGBS.5N.UCSD	0.705594970786131	0.818181818181818	0.295286285360018	32.0001617719108	33	12.2095523859588
chr11	hg38.WGBS.5N.UdS.NT	0.713455610998464	0.823529411764706	0.28227092173923	37.1391144656024	37	12.5550981662422
chr11	hg38.WGBS.5N.bismark	0.698507746181611	0.810810810810811	0.289626340344191	34.522744268335	35	13.7199886277666
chr11	hg38.WGBS.5N.bistro	0.722676546692337	0.84375	0.300819821806446	23.6437145262155	23	8.78383529346806
chr11	hg38.WGBS.5N.cnag.gembs	0.749072424443263	0.833	0.24773079918756	29.8746973246452	29	7.16413226077383
chr11	hg38.WGBS.5T.DKFZ.B060	0.688645646503702	0.82051282051282	0.30173704283228	36.8282621709813	37	12.1186563297799
chr11	hg38.WGBS.5T.DKFZ.C010	0.679569324459871	0.804878048780488	0.295116870514382	40.3517519112544	40	14.3011882435665
chr11	hg38.WGBS.5T.FLI	0.672095252453442	0.791044776119403	0.29193331662153	101.744905747033	80	202.820245400025
chr11	hg38.WGBS.5T.IHEC	0.687167284241094	0.818181818181818	0.304480360474245	28.17484516067	28	9.59700609267499
chr11	hg38.WGBS.5T.OTP	0.685198022397859	0.816326530612245	0.302595304248498	34.6789344614205	35	11.5854423345724
chr11	hg38.WGBS.5T.UCSD	0.683804106129337	0.810810810810811	0.305938854082556	32.8068166953171	34	11.8407921848353
chr11	hg38.WGBS.5T.UdS.NT	0.693379301346031	0.82051282051282	0.2936649362684	38.7402496748453	39	12.0927391824351
chr11	hg38.WGBS.5T.bismark	0.676689420486415	0.8	0.299443451373254	35.9683652228421	37	13.4335984505605
chr11	hg38.WGBS.5T.bistro	0.700952778978275	0.838709677419355	0.311358639961715	24.2183849993969	24	8.37335869139135
chr11	hg38.WGBS.5T.cnag.gembs	0.720213291344534	0.838	0.278330318845113	31.2205667484417	30	7.26450147497822
chr11	hg38.WGBS.6N.DKFZ.B060	0.678936322119957	0.780487804878049	0.287525351262906	38.0309697690997	38	14.5272507696231
chr11	hg38.WGBS.6N.DKFZ.C010	0.668853578925091	0.764705882352941	0.280171470702004	42.3921534183723	41	19.4644306468079
chr11	hg38.WGBS.6N.FLI	0.662964839911159	0.756521739130435	0.278104179038037	111.249288810747	83	272.25851810728
chr11	hg38.WGBS.6N.IHEC	0.676335559297824	0.777777777777778	0.290190518999982	28.9582957357796	29	10.7951116750432
chr11	hg38.WGBS.6N.OTP	0.675007413560818	0.775510204081633	0.288245282167178	35.3757043522259	36	13.6683778364772
chr11	hg38.WGBS.6N.UCSD	0.674315793178049	0.771428571428571	0.291294652180885	34.182969343712	35	12.5776377044914
chr11	hg38.WGBS.6N.UdS.NT	0.682365033301904	0.779411764705882	0.279084843589125	40.249372142317	41	12.9798770452254
chr11	hg38.WGBS.6N.bismark	0.667132545273217	0.763157894736842	0.284625856475905	37.3497865376675	38	17.4810971572306
chr11	hg38.WGBS.6N.bistro	0.687916123595922	0.791666666666667	0.296062589513791	26.5368902330049	27	9.61547697153128
chr11	hg38.WGBS.6N.cnag.gembs	0.710983533471779	0.794	0.255968525792863	32.2315636881653	31	7.71937744475659
chr11	hg38.WGBS.6T.DKFZ.B060	0.658923256492078	0.761904761904762	0.291421233478028	42.4792388362084	43	15.0397842690088
chr11	hg38.WGBS.6T.DKFZ.C010	0.649038071653238	0.746031746031746	0.28425957005677	47.3250822679533	47	19.7508425072297
chr11	hg38.WGBS.6T.FLI	0.640868738361193	0.73469387755102	0.281356742702124	120.181283447338	92	274.748636881528
